image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-65-img-1.jpg,WSSV_BG,train,6.36,33.11,3.8,20.23,0.91,44.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-65-img-3.jpg,WSSV_BG,train,5.15,29.34,2.48,31.24,0.047,26.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-66-img-1.jpg,WSSV_BG,train,6.26,31.83,2.55,26.54,0.377,50.04
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-66-img-3.jpg,WSSV_BG,train,6.05,31.77,2.85,28.73,0.126,45.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-67-img-1.jpg,WSSV_BG,train,6.91,31.91,2.31,22.86,0.754,59.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-67-img-3.jpg,WSSV_BG,test,5.42,28.95,4.24,28.55,0.027,50.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-68-img-1.jpg,WSSV_BG,train,5.58,34.38,2.83,25.49,0.118,18.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-68-img-3.jpg,WSSV_BG,train,6.18,30.18,2.12,26.88,0.423,44.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-69-img-1.jpg,WSSV_BG,train,6.95,27.54,3.92,31.14,0.01,36.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-69-img-3.jpg,WSSV_BG,test,5.64,29.85,1.4,29.34,0.517,28.65
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-7-img-1.jpg,WSSV_BG,train,5.09,27.23,0.5,23.27,0.215,54.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-7-img-2.jpg,WSSV_BG,train,6.0,32.5,2.23,31.24,0.034,43.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-7-img-3.jpg,WSSV_BG,train,5.89,32.33,2.67,28.15,0.119,41.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-70-img-1.jpg,WSSV_BG,train,5.0,32.54,4.03,24.36,0.513,42.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-71-img-1.jpg,WSSV_BG,train,6.55,28.78,2.93,30.81,0.057,69.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-71-img-2.jpg,WSSV_BG,train,6.34,34.3,3.29,24.37,0.303,50.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-71-img-3.jpg,WSSV_BG,train,6.83,33.49,4.15,27.73,0.101,41.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-72-img-1.jpg,WSSV_BG,train,6.36,27.57,4.05,26.97,0.073,45.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-72-img-2.jpg,WSSV_BG,val,6.23,27.94,4.34,34.2,0.105,53.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-72-img-3.jpg,WSSV_BG,train,4.77,29.24,4.0,28.58,0.178,26.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-73-img-1.jpg,WSSV_BG,train,6.58,33.8,3.43,26.64,0.019,44.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-74-img-1.jpg,WSSV_BG,train,6.45,32.15,4.43,33.02,0.007,49.84
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-74-img-3.jpg,WSSV_BG,train,6.43,28.62,3.76,25.93,0.136,34.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-75-img-1.jpg,WSSV_BG,test,5.05,30.56,3.27,26.52,0.126,52.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-75-img-2.jpg,WSSV_BG,test,5.86,30.96,4.13,29.59,0.058,37.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-76-img-1.jpg,WSSV_BG,val,6.04,33.78,3.75,33.61,0.406,59.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-76-img-2.jpg,WSSV_BG,test,5.9,30.95,3.77,33.9,0.431,43.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-76-img-3.jpg,WSSV_BG,train,6.02,27.7,4.91,26.12,0.443,31.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-77-img-1.jpg,WSSV_BG,train,6.23,31.63,1.77,26.85,0.066,47.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-77-img-2.jpg,WSSV_BG,train,7.06,31.26,4.34,26.96,0.241,24.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-78-img-1.jpg,WSSV_BG,train,5.35,26.4,4.26,25.98,0.214,38.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-78-img-2.jpg,WSSV_BG,train,5.33,31.15,3.93,29.69,0.075,49.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-78-img-3.jpg,WSSV_BG,train,6.1,28.98,3.35,24.85,0.8,47.03
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-79-img-1.jpg,WSSV_BG,train,6.51,33.41,2.22,36.79,0.489,44.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-79-img-2.jpg,WSSV_BG,train,6.46,33.72,5.09,22.25,0.001,42.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-79-img-3.jpg,WSSV_BG,train,4.53,31.48,4.05,27.84,0.108,34.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-8-img-1.jpg,WSSV_BG,train,6.58,29.52,2.41,21.73,0.065,49.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-8-img-2.jpg,WSSV_BG,test,4.05,30.02,1.86,22.75,0.017,41.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-8-img-3.jpg,WSSV_BG,train,7.18,28.87,2.66,24.09,0.05,62.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-80-img-1.jpg,WSSV_BG,val,6.76,31.5,3.41,26.62,0.28,48.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-80-img-3.jpg,WSSV_BG,train,5.69,27.83,4.43,27.55,0.819,47.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-81-img-1.jpg,WSSV_BG,val,6.6,29.42,3.89,17.17,0.087,40.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-9-img-2.jpg,WSSV_BG,train,5.06,31.96,3.76,28.96,0.265,38.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-9-img-3.jpg,WSSV_BG,test,6.66,32.94,3.22,24.41,0.066,49.77
